ID,HUMAN_ID,HUMAN_READABLE_NAME,NAME,ALT_NAMES (/ separated),PARENT_ID,PARENT,DATE_FROM,DATE_TO,CANON,LEGENDS,IN_MOVIES,TYPE,TYPE_CLASSES,IS_CAPITAL,X_GRID,Y_GRID,X_COORD,Y_COORD,Z_COORD,ORBITAL_RANK,DESC,CONJECTURAL_NAME,CONJECTURAl_TYPE,PLACEMENT_CERT.,PLACEMENT_LOGIC,NATIVE_SPECIES,KNOWN_ENVIRONMENTS,NOTES,INTERESTING,URLS (sources),ZOOM_LEVEL,tooltip_permanent,tooltip_direction,className,index_geo,last_updated,data_certified,WikiDataID,GEOM,PONCTUAL
7a5b1aaf-feca-4882-abe6-fb7e169533c2,1969,Thesme,Thesme,,,Outer Rim/unknown//Thesme/Thesme,,,,YES,,Planet,,,O,5,,,,,,NO,NO,exact,Essential Atlas/,,industrial,,"lackluster capital of Thesme sector; before CW, Thesme was represented in Galactic Senate by Silya Shessaun (ally of Padme), who was often called upon to return home to mediate territorial disputes in the sector; during GCW, a bounty was posted here for Marko Tyne (Zygerrian slaver); shortly after Endor, Leia visited here to pay her respects to former senator Shessaun, who was dying",,2,VRAI,left,leaflet-tooltip,561,,,,,
ef62736d-1f81-4dad-b2c6-6bb5929b52d6,1970,Feriae Junction's system,Feriae Junction's system,,,Outer Rim Territories,,,YES,,,Star System,,,O,5,383.458299,406.055624,,,,,,,,,,,,https://starwars.fandom.com/wiki/Feriae_system,,,,,,,,,,
a3cbf8ef-37fa-48f1-8c94-f4e0f04ee902,1971,Feriae system,Feriae system,,,Thesme Sector,,,,YES,,Star System,,,O,5,383.458299,406.055624,,,,,,,,,,,,https://starwars.fandom.com/wiki/Feriae_system,,,,,,,,,,
63abf786-382b-4132-8fce-ccbc217767a0,1972,Feriae,Feriae,,,Outer Rim/unknown//Thesme/Feriae,,,,YES,,Star,,,O,5,,,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,,,,,,,,,,,,,,
9150e086-2bb9-4bc3-b308-9ea5af090755,1973,1. Korfin,Korfin,,,Outer Rim/unknown/789/Thesme/Feriae,,,,YES,,Planet,,,O,5,,,,1,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,barren,,,,,,,,,,,,,
1dbda07f-e57a-4c2a-85c2-1b3ab9d5ab81,1974,2. Feriae Junction,Feriae Junction,,,Outer Rim/unknown/789/Thesme/Feriae,,,YES,,,Planet,,,O,5,,,,2,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,"forests, plains, hills",Gordian Reach listed as hyperlane; shouldn't it be Junction-Tierell Loop (of Gordian Reach?),"tradeworld; located in CIS space during CW; tourism flourished briefly during a boom in demand for COrusca gems from Yavin 4; a Hutt-controlled company was located here and maintained an account for transferring funds from the shipping magnate Brevis Taug to the Thanda (Zygerrian) clan; C-3PO saved luke from being killed by Beilert Vlance here; after Endor, integrated in Zsinj's Empire",,2,VRAI,,leaflet-tooltip,564,,,,,
bca9ff1f-ea25-4060-8c57-400a1f960f8d,1975,3. Moraices,Moraices,,,Outer Rim/unknown/789/Thesme/Feriae,,,,YES,,Planet,,,O,5,,,,3,1 moon,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,barren,,,,,,,,,,,,,
ebcc3bd6-e893-4877-965b-ee7afd11ccde,1976,4. Ios,Ios,,,Outer Rim/unknown/789/Thesme/Feriae,,,,YES,,Planet,gas giant,,O,5,,,,4,"gas giant, 6 moons",NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,,,,,,,,,,,,,,
3d4da81b-141a-4461-888c-9dfebbbab008,1977,Tal Pi system,Tal Pi system,,,,,,YES,,,Star System,,,O,5,,,,,,,,,,,,,,,,,,,,,,,,
791c266a-8fb8-4e0c-885c-1bb6fb5cd442,1978,Tal Pi,Tal Pi,,,////,,,YES,,,Unknown,,,O,5,,,,,,NO,NO,,/,,,,,https://starwars.fandom.com/wiki/Tal_Pi,,,,,,,,,,
5e60a177-47ec-4a3e-9778-3a11dbc769a6,1979,Serenno system,Serenno system,,,D'Astan Sector,,,YES,YES,,Star System,,,P,5,408.904958,463.581957,,,,,,,,,,,,https://starwars.fandom.com/wiki/Serenno_system/Legends,0,,,,,,,,,
95b1efd4-a05f-473c-98db-b3b46d6698da,1980,Serenno,Serenno,,,Outer Rim/unknown//D'Astan/Serenno,,,YES,,,Planet,,,P,5,,,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,"urban, rainforests, misty rivers, mountains, savannas, desert wastes, oceans",,"known for aristocracy, resistance to authority; captured by Sith Forces under Malgus c. 3661 BBY; in 52 BBY, caught in dispute with Celanon over placement of hyperwave transcievers that would disrupt existing hyperroutes, exposing Serennian ships to greater tariffs; Dooku tested bounty hunters here in Moralo Eval's Box; even after CW, shadowy interests here backed Seperatist holdouts",,0,VRAI,left,leaflet-tooltip,573,,,,,
0fdb9934-3e9e-4bba-89eb-2f747103d85a,1981,Sorrus system,Sorrus system,,,Kalamith Sector,,,,YES,,Star System,,,P,5,391.534796,418.901236,,,,NO,NO,exact,Essential Atlas/,,,,,https://starwars.fandom.com/wiki/Sorrus_system,2,VRAI,left,leaflet-tooltip,566,,,,,
600736e8-8fb0-43b7-8bc9-780a860a1745,1982,Cinnatar,Cinnatar,,,Outer Rim/unknown/796/Kalamith/Sorrus,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,,,ruled by a Republic governor,,,,,,,,,,,
fd5bc6c3-0adf-49a1-8208-8e6e62b2f296,1983,Sorrus,Sorrus,,,Outer Rim/unknown/796/Kalamith/Sorrus,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,Sorrusians (near-human),"sprawling urban; mountain ranges, large deserts",,"three capitals, one of which was Yinn La Hi (located near Arra Desert); Sorrusians: xenophobic; Jenna Zan Arbor once had a scientific lab here",,2,VRAI,left,leaflet-tooltip,566,,,,,
e5183705-05f4-4fa1-bcd0-f561369ee5ab,1984,Hynah system,Hynah system,,,Kalamith Sector,,,,YES,,Star System,,,P,5,396.839964,425.819562,,,,,,,,,,,,https://starwars.fandom.com/wiki/Hynah_system,,,,,,,,,,
42e3ac0a-4335-4f3d-a4cd-4eb3aad41e35,1985,Hynah,Hynah,,,Outer Rim/unknown//Kalamith/Hynah,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,industrial,,thriving industrial world; vast cosmopolitan population drawn from many species across the galaxy,,1,VRAI,left,leaflet-tooltip,567,,,,,
76913174-052c-42a3-a2e2-f34c11e5236f,1986,Endymion system,Endymion system,,,Kalamith sector,,,,YES,,Star System,,,P,5,428.313783,498.646496,,,,,,,,,,,,https://starwars.fandom.com/wiki/Endymion_system,,,,,,,,,,
83f4d27c-9b47-45b6-984e-62aa1587aadf,1987,Endymion,Endymion,,,Outer Rim/Pleiades//Kalamith/Endymion,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,,"deserts, rocky canyons",,"c. 3660 BBY it was involved in Great Galactic War; according to Darth Malgus's personal journal, Sith troops were moved from here, but no more is known since the next part of the journal was cut out; also site of a skirmish",,2,VRAI,,leaflet-tooltip,577,,,,,
3676cfb5-a84b-4d6c-8d0c-6e4e16c905d5,1988,Tyshapahl system,Tyshapahl system,,,Kalamith sector,,,,YES,,Star System,,,P,5,449.839091,489.728868,,,,,,,,,,,,https://starwars.fandom.com/wiki/Tyshapahl_system,,,,,,,,,,
1000935e-a063-4d2e-922b-df92c7a4bb2b,1989,Tyshapahl,Tyshapahl,,,Outer Rim/unknown//Kalamith/Tyshapahl,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,,,,"site of some peaceful demonstrations during early days of Rebel Alliance; regional Moff of sector sent ships to disperse crowds, but they refused and the Imperial commander ordered his ships to hover above the crowds and incinerate them with their engines; family of Tedris Bjalin was among the dead",,2,VRAI,,leaflet-tooltip,583,,,,,
25bdaac2-00fd-41f3-b011-374b68d60d79,1990,Teevan system,Teevan system,,,Kalamith sector,,,,YES,,Star System,,,P,5,421.85619,483.732532,,,,,,,,,,,,https://starwars.fandom.com/wiki/Teevan_system,,,,,,,,,,
f77faefc-0859-45a2-aea5-906a32b41e93,1991,Teevan,Teevan,,,Outer Rim/unknown//Kalamith/Teevan,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,Teevan (near-human),silvery seas,,homeworld of Tru Veld,,2,VRAI,,leaflet-tooltip,575,,,,,
81fdb6c2-8392-438f-9527-1941eae36707,1992,Mirrin system,Mirrin system,,,Mirrin sector,,,YES,,,Star System,,,P,5,,,,,,,,,,,,,,https://starwars.fandom.com/wiki/Mirrin_system,,,,,,,,,,
4127e370-d3d6-4f76-b3f3-05d1b3f28992,1993,Mirrin Prime,Mirrin Prime,,,////,,,YES,,,Planet,,,P,5,,,,,,NO,NO,,/,,,,,,,,,,,,,,,
b6376d6f-db86-4132-b765-57f898aded44,1994,Pho Ph'eah system,Pho Ph'eah system,,,Kalamith Sector,,,,YES,,Star System,,,P,5,429.563443,475.971172,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",Pho Ph'eahian,"mountains, cliffs",,"relied on its heavy natural geothermal energy to provide heat to native lifeforms; Pho Ph'eahians: four-armed, naturally adept with technology, developed nuclear fusion and limited spaceflight on their own; once held by Rakatan Infinite Empire; turned into a hub of technological development in years after contact with the Republic (between 5000 and 3000 BBY); fell within CIS space during CW",https://starwars.fandom.com/wiki/Pho_Ph%27eah_system,1,VRAI,,leaflet-tooltip,579,,,,,
051ea976-9a2c-46cd-8524-6f9da73ce7da,1995,Pho Ph'eah system,Pho Ph'eah system,,,Outer Rim Territories,,,YES,,,Star System,,,P,5,429.563443,475.971172,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",Pho Ph'eahian,"mountains, cliffs",,"relied on its heavy natural geothermal energy to provide heat to native lifeforms; Pho Ph'eahians: four-armed, naturally adept with technology, developed nuclear fusion and limited spaceflight on their own; once held by Rakatan Infinite Empire; turned into a hub of technological development in years after contact with the Republic (between 5000 and 3000 BBY); fell within CIS space during CW",https://starwars.fandom.com/wiki/Pho_Ph%27eah_system,1,VRAI,,leaflet-tooltip,579,,,,,
df90868d-fab2-4701-b16e-8e1409dfb894,1996,Pho Ph'eah,Pho Ph'eah,,,Outer Rim/unknown//Kalamith/Pho Ph'eah,,,YES,,,Planet,,,P,5,,,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",Pho Ph'eahian,"mountains, cliffs",,"relied on its heavy natural geothermal energy to provide heat to native lifeforms; Pho Ph'eahians: four-armed, naturally adept with technology, developed nuclear fusion and limited spaceflight on their own; once held by Rakatan Infinite Empire; turned into a hub of technological development in years after contact with the Republic (between 5000 and 3000 BBY); fell within CIS space during CW",,1,VRAI,,leaflet-tooltip,579,,,,,
e3fb9f09-eb36-4c34-bf93-0d4025d2a46e,1997,Athus Klee system,Athus Klee system,,,Outer Rim Territories,,,YES,,,Star System,,,P,5,467.674346,474.661153,,,,,,,,,,,,https://starwars.fandom.com/wiki/Athus_Klee,,,,,,,,,,
c96f6df8-3601-4c5e-8a97-0589c28ab7db,1998,Athus Klee,Athus Klee,,,Outer Rim/Outer Rim Territories//Kalamith/Athus Klee,,,YES,,,Planet,,,P,5,,,,,,NO,NO,vague,Smuggler's Guide/,,"dense jungle, valleys, mines",,"Dexter Jettster traveled here during reign of Empire and discovered an ore hub operated by Crimson Dawn (criminal syndicate), whose workers had been cybernetically altered by Dr. Evazan; Jettster rescued a Rodian worker and reported it to Imperial Senate's Council of Labor Abuses; there was a spaceport city with a Spacer's District",,3,VRAI,,leaflet-tooltip,587,,,,,
20d9a5f4-b784-4f66-9567-f193f5d82e07,1999,Durollia system,Durollia system,,,Kalamith sector,,,,YES,,Star System,,,P,5,454.759161,468.818569,,,,,,,,,,,,https://starwars.fandom.com/wiki/Durollia_system,,,,,,,,,,
8fa80081-5afe-4716-b8df-fddfc62e550b,2000,Durollia,Durollia,,,Outer Rim/unknown//Kalamith/Durollia,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,,spaceports,,"during GCW, Yesgar's pirates were spotted in the main spaceports of Durollia",,2,VRAI,,leaflet-tooltip,585,,,,,
5429a87c-fb89-48e6-990b-2c7d61d0173f,2001,M'Bardi system,M'Bardi system,,,Kalamith sector,,,,YES,,Star System,,,P,5,406.48097,450.829561,,,,,,,,,,,,https://starwars.fandom.com/wiki/M%27Bardi_system,,,,,,,,,,
35f0bab3-dbeb-4d3e-98e2-699bc058171a,2002,M'Bardi,M'Bardi,,,Outer Rim/unknown//Kalamith/M'Bardi,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,,oceans,,"waterworld; site of M""Bardi Prison during CW; population: at least 300 (prisoners)",,2,VRAI,left,leaflet-tooltip,569,,,,,
2137b840-b841-4469-bd70-0554d2f4859e,2003,Gaftikar system,Gaftikar system,,,Kalamith sector,,,,YES,,Star System,,,P,5,427.852526,459.285933,,,,,,,,,,,,https://starwars.fandom.com/wiki/Gaftikar_system,,,,,,,,,,
94e74c8a-932c-4e2a-911f-1c23d92b75d7,2004,Gaftikar,Gaftikar,,,Outer Rim/unknown//Kalamith/Gaftikar,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,Marits,"urban, forests, heathlands, rolling hills",,"sometime before the Galactic War, the Brig Stompers (mercenaries) wiped out planet's entire defense force during a coup; during CW, Omega Squad was stationed here for some time; site of battle of Gaftikar; Omega Squad speculated Republic was attacking to help Shenio Mining; Human inhabitants hired reptilian Marits to build cities but afterwards exiled them to the forests in (unfounded) fear they would rise up against Humans; population: 500 M",,2,VRAI,,leaflet-tooltip,576,,,,,
febcb960-22e4-41f7-8cbb-776aa27e2863,2005,Tandun system,Tandun system,,,Kalamith Sector,,,,YES,,Star System,,,P,5,433.443123,453.700442,,,,,,,,,,,,https://starwars.fandom.com/wiki/Tandun_system,,,,,,,,,,
38c228c6-2acc-4f51-bfe8-d3808db758cc,2006,Tandun III,Tandun III,,,Outer Rim/unknown//Kalamith/Tandun,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,"vegetation, Rakatan ruins (pre-YV)",,"youthful planet occupying a young star system; originally surveyed c. 12,293 BBY on an expedition from Ord Mantell; lush and beautiful; ruins of ancient population centers believed constructed by Rakata; Republic Group brought the Insignia of Unity here, later forgotten in a warehouse for 60 years; Vongforming severely disrupted atmopshere; later erupted and destroyed in 43 ABY",,2,VRAI,,leaflet-tooltip,581,,,,,
366315b2-1547-4046-8e91-30f8ef3577ce,2007,Toprawa system,Toprawa system,,,Kalamith Sector,,,,YES,,Star System,,,P,5,409.280615,443.45764,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,,,,https://starwars.fandom.com/wiki/Toprawa_system,1,VRAI,,leaflet-tooltip,571,,,,,
bd4757d7-262e-4036-9aa9-61a185d0eb2d,2008,Toprawa system,Toprawa system,,,Outer Rim Territories,,,YES,,,Star System,,,P,5,409.280615,443.45764,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,,,,https://starwars.fandom.com/wiki/Toprawa_system,1,VRAI,,leaflet-tooltip,571,,,,,
be3221e6-7a45-49f9-9938-bc589d2c0a54,2009,Toprawa,Toprawa,,,Outer Rim/unknown//Kalamith/Toprawa,,,YES,,,Planet,,,P,5,,,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game/",,"forests, caves, mountains",,"homeworld of Sila Kott (Rebel pilot, died at Endor), in whose name a flight school was established here; remote; Ansharii Caverns were site of a battle between Jedi and Exar Kun's Sith Empire; during Cold War, a failed experiment destroyed a lab complex here; in CIS space during CW; known for its community of Antarian Rangers; homeworld of Tyria Sarkin Tainer; DS superlaser developed here",,1,VRAI,,leaflet-tooltip,571,,,,,
7e693ea7-2906-40b8-9545-6bd1cb1dea85,2010,Shenio system,Shenio system,,,Kalamith sector,,,,YES,,Star System,,,P,5,432.618844,445.601987,,,,NO,NO,grid square/sector,Essential Atlas/,,,,shared name with Shenio Mining (company),https://starwars.fandom.com/wiki/Shenio_system,3,VRAI,,leaflet-tooltip,580,,,,,
a6bc4cfa-fa4e-42f3-add3-27a0ab3b508f,2011,Simpla system,Simpla system,,,Kalamith Sector,,,,YES,,Star System,,,P,5,401.595057,432.675743,,,,,,,,,,,,https://starwars.fandom.com/wiki/Simpla_system,,,,,,,,,,
5f45ac50-2b9b-4f6b-bb4c-394a5a3f3b1c,2012,Simpla,Simpla,,,Outer Rim/unknown//Kalamith/Simpla,,,,YES,,Star,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,,EA lists as O-5; Gordian Reach map shows P-5,,,2,VRAI,,leaflet-tooltip,568,,,,,
57ae139f-e236-470e-9243-221666471274,2013,Simpla-12,Simpla-12,,,Outer Rim/unknown/812/Kalamith/Simpla,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,mud,EA lists as O-5; Gordian Reach map shows P-5; WP article strangely written,"neglected, underdeveloped planet; strip-mined; criminal-infested; Jenna Zan Arbor had a lab here where she performed her twisted experiments on Jedi; home of Cholly, Weez, Tup (thieves); home of Ona Nobis (bounty hunter); capital: Sim-First (buildings had poor foundations and sank into mud, not much police presence, population dense)",,,,,,,,,,,
f7beda30-5c3c-4963-8e7b-98d2287db4a0,2014,Kho Nai system,Kho Nai system,,,Kalamith sector,,,,YES,,Star System,,,P,5,410.478528,425.921705,,,,,,,,,,,,https://starwars.fandom.com/wiki/Kho_Nai_system,,,,,,,,,,
7dbcae2f-ad68-42f4-8b86-79bbe2eafe66,2015,Kho Nai,Kho Nai,,,Outer Rim/unknown//Kalamith/Kho Nai,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,Khotta,,,Khotta: had ability to alter their perspective of the world around them,,2,VRAI,,leaflet-tooltip,572,,,,,
395df273-7dc8-4bc7-b1fd-9b27a4381b1d,2016,Feswe Prime system,Feswe Prime system,,,Gordian Reach,,,,YES,,Star System,,,P,5,411.685807,417.152575,,,,,,,,,,,,https://starwars.fandom.com/wiki/Feswe_Prime_system,,,,,,,,,,
3c3706b1-04ad-42e9-8457-faf76a66b30f,2017,Feswe Prime,Feswe Prime,,,Outer Rim/unknown//Gordian Reach/Feswe Prime,,,,YES,,Star,red giant,,P,5,,,,,red giant,NO,NO,exact,Essential Atlas/,,,,"barren system; unstable red giant given to periodic flares, stellar eruptions; after Alliance scouts blazed a stable but dangerous route from Feswe corridor to Hynah, Luke used the Force to lead the Alliance Fleet past Feswe Prime, and Admiral Griff's task force was destroyed when they came out of hyperspace into the Executor's shields, allowing the Rebels to escape",,1,VRAI,,leaflet-tooltip,574,,,,,
4ec71f26-62ea-413f-9c71-947a9935b96e,2018,Feswe Minor system,Feswe Minor system,,,Gordian Reach,,,,YES,,Star System,,,P,5,406.903068,406.868304,,,lifeless,NO,NO,exact,Essential Atlas/,,,,"lifeless system on route between Feswe corridor and Feriae Junction, a stopping point for Rebel ships running the blockade of Yavin that was cut off during Rebels' attempt to evacuate Yavin 4",https://starwars.fandom.com/wiki/Feswe_Minor_system,4,VRAI,,leaflet-tooltip,570,,,,,
0443e554-8c8b-4d70-a361-f9f9c3becaa3,2019,Feswe Corridor system,Feswe Corridor system,,,Gordian Reach,,,,YES,,Star System,,,P,5,428.842757,412.20899,,,,,,,,,,,,http://starwars.wikia.com/wiki/Feswe_Corridor,,,,,,,,,,
988e84f2-eaf2-4f8a-a700-594c537999ff,2020,Feswe Corridor,Feswe Corridor,,,Outer Rim/unknown//Gordian Reach/Feswe Corridor,,,,YES,,Asteroid Field,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,,"on Feriae System WP page, listed as a belt in that system, but in Feswe Corridor page, listed as own system (EA confirms)","uninhabited star system full of closely-packed asteroids that made navigation difficult; named after Feswe (Rebel scout who blazed a hyperlane from Ladarra to Feswe Corridor; system used by Rebels to smuggle supplies from Feriae Junction to Yavin 4, avoiding Imperial blockade of Gordian Reach; Executor later damaged by Millennium Falcon afer its shields were disabled with a Power gem",,3,VRAI,left,leaflet-tooltip,578,,,,,
01ce2c12-bba9-4b75-8e48-69290f75fec0,2021,Saarn system,Saarn system,,,Esstran sector,,,,YES,,Star System,,,P,5,480.128275,497.108974,,,,,,,,,,,,https://starwars.fandom.com/wiki/Saarn_system,,,,,,,,,,
684dbe76-4af2-40bc-8b86-815fb3572434,2022,Saarn,Saarn,,,Outer Rim/unknown//Esstran/Saarn,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,vast grasslands,,"used for military training by Alliance, later a NR remote surveillance post; attacked in a hit-and-fade by ISD Stormhawk at beginning of Thrawn campaign, which wiped out New Republic personnel; Thrawn's forces set up a listening post there to protect Imperial Navy movements",,2,VRAI,,leaflet-tooltip,590,,,,,
77e555b2-65ea-4e9d-8687-72ed2574a696,2023,Daluba system,Daluba system,,,Esstran Sector,,,,YES,,Star System,,,P,5,474.439443,482.348763,,,,,,,,,,,,https://starwars.fandom.com/wiki/Daluba_system,,,,,,,,,,
ff80745d-c380-4e3a-b261-51fe7de565db,2024,Daluba,Daluba,,,Outer Rim/unknown//Esstran/Daluba,,,,YES,,Planet,,,P,5,,,,,,NO,NO,grid square/sector,Essential Atlas/,,,Daluba misspelled once in WP article,ruled by Tonkoss Rathba (tyrant) until he was thwarted by Leia during time of NR,,2,VRAI,,leaflet-tooltip,588,,,,,
0c70b9ab-61ac-4b2c-ac4c-17eb86b84a61,2025,Marranis system,Marranis system,,,Esstran sector,,,,YES,,Star System,,,P,5,496.272256,477.736197,,,,NO,NO,grid square/sector,Essential Atlas/,,,,,https://starwars.fandom.com/wiki/Marranis_system,3,VRAI,,leaflet-tooltip,595,,,,,
2cbe534d-6f9a-4df4-a07a-6b1c7760b199,2026,Kushibah system,Kushibah system,,,Gordian Reach,,,,YES,,Star System,,,P,5,486.769182,463.911733,,,,,,,,,,,,https://starwars.fandom.com/wiki/Kushibah_system,,,,,,,,,,
3a777774-4949-4fe8-953e-c7f49cb58f2d,2027,Kushibah,Kushibah,,,Outer Rim/unknown//Gordian Reach/Kushibah,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,Kushiban,"fields, forests, mountains, streams",,"homeworld of Ikrit (Kushiban Jedi Master); Kushiban: mainly farmers, weavers famed for textiles incorporating silkweed and fur brushed daily from their coats, woven into cloth and tapestries in a wide variety of colors; home of xinkra (3m tall predators feared by other native species)",,1,VRAI,,leaflet-tooltip,593,,,,,
7e69f2b9-94c2-4811-80e5-3f09e1cfff46,2028,Mogoshyn system,Mogoshyn system,,,Gordian Reach,,,,YES,,Star System,,,P,5,484.394067,453.942113,,,,,,,,,,,,https://starwars.fandom.com/wiki/Mogoshyn_system,,,,,,,,,,
1c366976-87e4-4f52-8c25-1c7efff1b6a1,2029,Mogoshyn,Mogoshyn,,,Outer Rim/unknown//Gordian Reach/Mogoshyn,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,industrial,,run-down industrial world,,2,VRAI,,leaflet-tooltip,591,,,,,
7ed44b9b-0a0a-4d53-bad9-18884427dc1a,2030,Asusto,Asusto,,,Outer Rim/unknown//Gordian Reach/Asusto,,,YES,,,Planet,,,P,5,,,,,,NO,NO,exact,Timelines map/,,forests,,small forested world; Presagers of Hakotei led Jedi Master Lene Kostana and her Padawan Sifo-Dyas into a trap here by tricking them into following a supposed trail for Sith artifacts from Karazak (Sujimis Sector),,,,,,,,,,,
d9dd3b08-b2c6-4ba5-bb3a-3476714d0650,2031,Tamsis Nebula,Tamsis Nebula,,,Outer Rim/unknown//Gordian Reach/Asusto,,,YES,,,Nebula,,,P,5,,,,,,NO,NO,exact,Timelines map/,,,,contained the planet Asusto,https://starwars.fandom.com/wiki/Tamsis_Nebula,,,,,,,,,,
b9b094c8-c9d8-4aa6-b64b-e8ce9367d484,2032,Betshish system,Betshish system,,,Gordian Reach,,,,YES,,Star System,,,P,5,485.786882,441.692676,,,,,,,,,,,,https://starwars.fandom.com/wiki/Betshish_system,,,,,,,,,,
4c55fe83-2f2a-4695-ad34-ddc3713c0b5b,2033,Betshish,Betshish,,,Outer Rim/unknown//Gordian Reach/Betshish,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,Betshish native species,swamps,,Lile Gorsek (scout) discovered the world but had to abandon his claim when sentient species discovered upon landing; interdicted by Empire yet it escaped exploitation,,2,VRAI,,leaflet-tooltip,592,,,,,
d8660288-cbf5-40d0-8025-e35b363f8c6a,2034,Kli'aar system,Kli'aar system,,,Gordian Reach,,,,YES,,Star System,,,P,5,476.374387,431.649749,,,,,,,,,,,,https://starwars.fandom.com/wiki/Kirtarkin_system,,,,,,,,,,
c63a3ce6-670c-4230-b03f-3708ab97d4ef,2035,Kli'aar,Kli'aar,,,Outer Rim/unknown//Gordian Reach/Kli'aar,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,Kli'aari,,,"Kli'aari: four-armed species largely known for mechanical skills, whose enclaves could be found on planets around the Gordian Reach",,1,VRAI,,leaflet-tooltip,589,,,,,
3e722e34-14b1-4db0-a0f2-a42ceb98b367,2036,Marrovia system,Marrovia system,,,Gordian Reach,,,,YES,,Star System,,,P,5,463.941685,424.517073,,,,,,,,,,,,https://starwars.fandom.com/wiki/Marrovia_system,,,,,,,,,,
09341efe-1a85-4a8d-913e-7b1938a61602,2037,Marrovia,Marrovia,,,Outer Rim/unknown//Gordian Reach/Marrovia,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,farms,,"agriworld known for native Marrovian pig (hardy, fatty swine fed in huge numbers in giant farms and processed in many rendering stations; due to this, planet's smell was considered appalling",,2,VRAI,,leaflet-tooltip,586,,,,,
97652172-7422-42a5-b216-e27d42709c79,2038,Ladarra system,Ladarra system,,,Gordian Reach,,,,YES,,Star System,,,P,5,453.928081,414.562114,,,,,,,,,,,,https://starwars.fandom.com/wiki/Ladarra_system,,,,,,,,,,
c8d4ac97-f818-456b-869e-86aeb47d70c2,2039,Ladarra,Ladarra,,,Outer Rim/unknown//Gordian Reach/Ladarra,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,deserts,,"New Hope Settlement located here; colonized during Old Republic, became a failed chromium mine; by time of Empire, people were dying out, leaving poor farmers, hermits, fugitives; Boba Fett traveled here to settle some personal business with the Storyteller (an old mark who fled here and took a new identity to entertain kids)",,3,VRAI,,leaflet-tooltip,584,,,,,
2b4f93eb-3a42-4af8-a2ba-e88f3809238e,2040,Krylon system,Krylon system,,,Gordian Reach,,,,YES,,Star System,,,P,5,441.788602,401.887501,,,,,,,,,,,,https://starwars.fandom.com/wiki/Krylon_system,,,,,,,,,,
f92ba6fd-133b-4e8c-9f82-41ee84824810,2041,Krylon,Krylon,,,Outer Rim/unknown//Gordian Reach/Krylon,,,,YES,,Planet,,,P,5,,,,,,NO,NO,exact,Essential Atlas/,,industrial,,"dominant planet of Pinooran Spur, but not very important in its region of space; polluted industrial world dominated by Hynese companies",,3,VRAI,left,leaflet-tooltip,582,,,,,
f4967eaa-8b3f-47d9-b1d1-ce20ba1c0faf,2042,Glade system,Glade system,,,Gordian Reach,,,,YES,,Star System,,,P,5,491.610077,413.807422,,,,,,,,,,,,https://starwars.fandom.com/wiki/Glade_system,,,,,,,,,,
